rating_id,trip_id,rider_rating_for_driver,driver_rating_for_rider,feedback_text
1235,1235,5,4,"Great ride, on time!"
1236,1236,5,4,
1237,1237,4,5,Car could be cleaner
1238,1238,5,4,
1239,1239,5,4,Driver was very polite
1240,1240,4,4,Car could be cleaner
1241,1241,4,4,Smooth trip
1243,1243,5,5,A bit late to pickup
1245,1245,4,5,"Great ride, on time!"
1247,1247,4,5,Car could be cleaner
1248,1248,4,4,Car could be cleaner
1249,1249,3,4,Driver was very polite
1250,1250,5,4,
1251,1251,4,5,
1252,1252,5,4,"Great ride, on time!"
1255,1255,,,"Great ride, on time!"
1256,1256,4,4,Took a longer route than expected
1258,1258,,,Smooth trip
1259,1259,,,"Great ride, on time!"
1260,1260,4,5,
1261,1261,3,4,Excellent service
1262,1262,4,4,A bit late to pickup
1263,1263,5,5,
1264,1264,5,4,A bit late to pickup
1265,1265,4,4,Car could be cleaner
1266,1266,4,4,Excellent service
1267,1267,,,A bit late to pickup
1268,1268,5,5,Driver was very polite
1269,1269,4,4,
1270,1270,4,5,"Great ride, on time!"
1271,1271,4,5,A bit late to pickup
1272,1272,5,5,Took a longer route than expected
1273,1273,4,4,Car could be cleaner
1274,1274,3,5,"Great ride, on time!"
1276,1276,4,4,Driver was very polite
1277,1277,,,Took a longer route than expected
1278,1278,3,5,Car could be cleaner
1279,1279,5,5,Smooth trip
1280,1280,4,5,Excellent service
1281,1281,,,Smooth trip
1282,1282,,,Driver was very polite
1284,1284,5,4,
1286,1286,4,5,
1287,1287,5,4,"Great ride, on time!"
1288,1288,5,5,
1289,1289,4,5,"Great ride, on time!"
1290,1290,,,
1291,1291,4,5,A bit late to pickup
1292,1292,5,5,
1293,1293,5,4,Took a longer route than expected
1294,1294,4,4,Car could be cleaner
1295,1295,,,Smooth trip
1296,1296,,,"Great ride, on time!"
1298,1298,5,5,"Great ride, on time!"
1299,1299,4,4,Driver was very polite
1300,1300,,,"Great ride, on time!"
1301,1301,5,4,Car could be cleaner
1302,1302,,,
1304,1304,,,A bit late to pickup
1305,1305,5,3,Took a longer route than expected
1306,1306,5,5,A bit late to pickup
1307,1307,,,
1308,1308,5,4,Smooth trip
1309,1309,,,
1310,1310,,,Driver was very polite
1311,1311,5,5,Smooth trip
1312,1312,,,Took a longer route than expected
1313,1313,5,5,Took a longer route than expected
1314,1314,4,4,"Great ride, on time!"
1315,1315,,,A bit late to pickup
1316,1316,5,5,
1317,1317,4,3,
1318,1318,5,5,"Great ride, on time!"
1319,1319,4,5,Took a longer route than expected
1320,1320,,,
1321,1321,4,5,Took a longer route than expected
1322,1322,,,Excellent service
1323,1323,5,5,
1325,1325,5,5,
1326,1326,5,4,Car could be cleaner
1327,1327,,,"Great ride, on time!"
1329,1329,3,5,Driver was very polite
1330,1330,,,Car could be cleaner
1331,1331,4,4,
1332,1332,5,4,
1333,1333,5,4,Excellent service
1334,1334,4,5,A bit late to pickup
1335,1335,4,4,Excellent service
1336,1336,5,4,
1337,1337,3,4,A bit late to pickup
1338,1338,3,4,Driver was very polite
1339,1339,4,4,
1340,1340,,,A bit late to pickup
1341,1341,,,Car could be cleaner
1342,1342,5,5,A bit late to pickup
1343,1343,5,4,Excellent service
1344,1344,5,5,Excellent service
1345,1345,4,5,Excellent service
1347,1347,3,4,A bit late to pickup
1348,1348,4,4,"Great ride, on time!"
1350,1350,4,4,Took a longer route than expected
1351,1351,4,4,
1352,1352,4,5,A bit late to pickup
1353,1353,4,5,
1354,1354,4,5,Took a longer route than expected
1355,1355,,,
1356,1356,5,4,Car could be cleaner
1357,1357,4,5,Excellent service
1358,1358,4,5,
1359,1359,4,5,A bit late to pickup
1360,1360,4,4,"Great ride, on time!"
1362,1362,3,5,
1363,1363,4,4,Took a longer route than expected
1364,1364,,,
1365,1365,5,5,A bit late to pickup
1366,1366,4,4,
1367,1367,,,Took a longer route than expected
1368,1368,4,4,Car could be cleaner
1369,1369,4,2,Smooth trip
1370,1370,4,5,
1371,1371,5,5,Car could be cleaner
1372,1372,4,4,
1373,1373,4,5,
1374,1374,5,5,
1375,1375,5,5,Took a longer route than expected
1376,1376,3,5,
1377,1377,5,4,Took a longer route than expected
1378,1378,4,5,Excellent service
1379,1379,5,4,
1381,1381,5,5,Smooth trip
1383,1383,,,Car could be cleaner
1385,1385,,,Excellent service
1386,1386,5,5,Car could be cleaner
1387,1387,5,4,Excellent service
1388,1388,4,4,Driver was very polite
1389,1389,4,4,"Great ride, on time!"
1390,1390,4,4,Car could be cleaner
1395,1395,4,5,A bit late to pickup
1397,1397,4,5,
1400,1400,4,5,Car could be cleaner
1401,1401,5,5,Driver was very polite
1402,1402,,,Took a longer route than expected
1403,1403,5,4,Excellent service
1407,1407,3,4,Car could be cleaner
1408,1408,5,5,"Great ride, on time!"
1409,1409,,,Driver was very polite
1410,1410,5,4,
1411,1411,5,4,
1412,1412,5,5,Smooth trip
1413,1413,4,5,"Great ride, on time!"
1414,1414,5,4,"Great ride, on time!"
1415,1415,5,4,Took a longer route than expected
1416,1416,4,5,Excellent service
1417,1417,4,5,
1418,1418,,,
1419,1419,,,Car could be cleaner
1421,1421,5,4,"Great ride, on time!"
1424,1424,4,4,
1425,1425,4,4,Car could be cleaner
1426,1426,4,5,"Great ride, on time!"
1427,1427,4,4,
1428,1428,5,5,Excellent service
1429,1429,5,4,"Great ride, on time!"
1430,1430,,,Car could be cleaner
1431,1431,3,5,"Great ride, on time!"
1432,1432,3,5,A bit late to pickup
1435,1435,4,5,Smooth trip
1436,1436,4,5,A bit late to pickup
1438,1438,4,5,Excellent service
1440,1440,4,5,Smooth trip
1443,1443,4,3,
1444,1444,4,5,
1445,1445,5,4,Car could be cleaner
1446,1446,,,"Great ride, on time!"
1448,1448,4,4,
1449,1449,4,5,
1450,1450,3,4,
1451,1451,3,4,
1452,1452,5,5,Took a longer route than expected
1453,1453,4,4,"Great ride, on time!"
1454,1454,4,4,
1455,1455,5,4,Smooth trip
1458,1458,3,4,Car could be cleaner
1459,1459,5,5,Excellent service
1460,1460,4,5,A bit late to pickup
1461,1461,5,5,Car could be cleaner
1462,1462,5,5,Smooth trip
1463,1463,4,5,Car could be cleaner
1464,1464,5,4,
1465,1465,4,5,
1467,1467,5,4,
1468,1468,5,5,Took a longer route than expected
1469,1469,4,4,Excellent service
1470,1470,4,5,
1472,1472,3,5,Took a longer route than expected
1474,1474,,,"Great ride, on time!"
1475,1475,4,5,Smooth trip
1476,1476,4,5,A bit late to pickup
1477,1477,4,5,
1478,1478,5,5,Took a longer route than expected
1480,1480,5,5,"Great ride, on time!"
1481,1481,5,4,Excellent service
1482,1482,4,4,
1484,1484,5,5,
1486,1486,,,Car could be cleaner
1487,1487,5,3,
1489,1489,4,4,Driver was very polite
1490,1490,,,
1491,1491,4,5,Excellent service
1493,1493,4,4,A bit late to pickup
1494,1494,4,4,Smooth trip
1495,1495,,,Excellent service
1496,1496,5,4,Car could be cleaner
1497,1497,4,5,Driver was very polite
1498,1498,,,A bit late to pickup
1499,1499,4,5,A bit late to pickup
1503,1503,5,5,
1504,1504,3,5,Car could be cleaner
1505,1505,4,5,
1507,1507,4,4,"Great ride, on time!"
1508,1508,5,4,Took a longer route than expected
1511,1511,,,Car could be cleaner
1512,1512,3,5,A bit late to pickup
1513,1513,5,5,
1514,1514,5,5,Car could be cleaner
1518,1518,4,4,A bit late to pickup
1519,1519,,,"Great ride, on time!"
1520,1520,4,5,
1521,1521,5,5,Took a longer route than expected
1522,1522,5,5,"Great ride, on time!"
1524,1524,5,5,
1525,1525,4,4,
1526,1526,,,A bit late to pickup
1527,1527,4,5,
1528,1528,5,4,Car could be cleaner
1529,1529,3,5,
1530,1530,4,5,Excellent service
1531,1531,,,Car could be cleaner
1532,1532,,,Driver was very polite
1533,1533,4,5,Car could be cleaner
1534,1534,5,3,Car could be cleaner
1535,1535,4,5,
1536,1536,4,4,
1538,1538,5,4,A bit late to pickup
1539,1539,5,5,
1540,1540,,,
1541,1541,5,4,
1542,1542,5,5,
1543,1543,4,5,
1544,1544,4,4,Smooth trip
1545,1545,5,5,Driver was very polite
1546,1546,3,4,A bit late to pickup
1547,1547,5,5,A bit late to pickup
1550,1550,5,4,A bit late to pickup
1551,1551,5,4,Took a longer route than expected
1552,1552,4,5,
1554,1554,4,5,"Great ride, on time!"
1555,1555,,,Smooth trip
1558,1558,4,5,
1559,1559,3,4,Excellent service
1560,1560,3,4,
1561,1561,5,5,
1562,1562,,,
1563,1563,4,4,Driver was very polite
1564,1564,,,Smooth trip
1566,1566,5,5,Took a longer route than expected
1567,1567,5,4,
1568,1568,4,4,Took a longer route than expected
1571,1571,5,4,
1572,1572,5,4,
1573,1573,5,4,A bit late to pickup
1574,1574,4,5,A bit late to pickup
1575,1575,4,5,Driver was very polite
1576,1576,5,5,
1577,1577,4,4,Smooth trip
1578,1578,5,4,"Great ride, on time!"
1579,1579,4,3,A bit late to pickup
1580,1580,4,5,Car could be cleaner
1581,1581,4,4,"Great ride, on time!"
1582,1582,4,5,
1583,1583,5,5,"Great ride, on time!"
1584,1584,4,5,Excellent service
1585,1585,5,5,
1586,1586,5,5,
1590,1590,4,4,Smooth trip
1591,1591,5,4,
1594,1594,,,"Great ride, on time!"
1595,1595,4,5,
1596,1596,5,4,
1597,1597,5,5,
1598,1598,,,Driver was very polite
1599,1599,,,A bit late to pickup
1600,1600,,,Driver was very polite
1601,1601,5,5,
1602,1602,4,5,Car could be cleaner
1604,1604,4,5,Excellent service
1605,1605,5,4,Smooth trip
1606,1606,4,4,A bit late to pickup
1607,1607,,,Excellent service
1608,1608,3,5,Driver was very polite
1610,1610,,,Excellent service
1615,1615,2,5,A bit late to pickup
1616,1616,5,5,"Great ride, on time!"
1617,1617,5,5,Took a longer route than expected
1618,1618,4,5,Smooth trip
1619,1619,4,5,Excellent service
1621,1621,4,4,
1622,1622,5,5,Excellent service
1624,1624,5,5,
1625,1625,5,4,Took a longer route than expected
1626,1626,4,4,Took a longer route than expected
1627,1627,5,5,
1628,1628,5,4,Driver was very polite
1629,1629,5,5,Car could be cleaner
1631,1631,,,Excellent service
1632,1632,5,4,A bit late to pickup
1633,1633,,,Excellent service
1634,1634,5,5,Driver was very polite
1635,1635,4,5,Car could be cleaner
1637,1637,4,5,Took a longer route than expected
1638,1638,5,5,"Great ride, on time!"
1639,1639,3,5,Smooth trip
1640,1640,5,5,Car could be cleaner
1641,1641,4,5,Driver was very polite
1642,1642,4,5,Took a longer route than expected
1645,1645,5,4,Excellent service
1646,1646,4,5,Took a longer route than expected
1647,1647,5,4,Driver was very polite
1648,1648,,,Smooth trip
1649,1649,4,5,
1650,1650,4,5,Car could be cleaner
1651,1651,,,
1652,1652,,,
1653,1653,5,5,A bit late to pickup
1654,1654,5,5,"Great ride, on time!"
1655,1655,5,4,Smooth trip
1656,1656,4,4,
1657,1657,5,4,Excellent service
1658,1658,5,5,Car could be cleaner
1659,1659,5,5,Smooth trip
1660,1660,5,5,Driver was very polite
1662,1662,4,3,Took a longer route than expected
1663,1663,4,5,
1664,1664,4,4,A bit late to pickup
1665,1665,5,4,Took a longer route than expected
1666,1666,4,5,Excellent service
1667,1667,4,5,"Great ride, on time!"
1669,1669,,,Smooth trip
1671,1671,5,4,
1674,1674,4,3,
1675,1675,,,Driver was very polite
1676,1676,5,5,Smooth trip
1677,1677,4,4,
1678,1678,4,5,"Great ride, on time!"
1679,1679,3,5,Driver was very polite
1680,1680,,,Car could be cleaner
1683,1683,4,4,
1684,1684,5,3,
1687,1687,4,5,Car could be cleaner
1688,1688,5,4,A bit late to pickup
1689,1689,5,5,
1690,1690,5,4,Excellent service
1691,1691,,,Took a longer route than expected
1692,1692,5,4,Driver was very polite
1693,1693,4,5,"Great ride, on time!"
1694,1694,4,4,Excellent service
1695,1695,,,
1698,1698,5,4,
1700,1700,4,4,Excellent service
1701,1701,3,5,Driver was very polite
1702,1702,5,4,Driver was very polite
1703,1703,5,4,A bit late to pickup
1704,1704,4,5,Car could be cleaner
1705,1705,4,5,Car could be cleaner
1706,1706,5,4,Took a longer route than expected
1707,1707,5,4,Took a longer route than expected
1710,1710,5,5,Smooth trip
1711,1711,4,5,Smooth trip
1712,1712,4,4,
1713,1713,4,5,
1719,1719,5,4,A bit late to pickup
1720,1720,5,5,"Great ride, on time!"
1721,1721,,,"Great ride, on time!"
1722,1722,5,4,
1723,1723,5,5,Excellent service
1724,1724,,,
1726,1726,4,5,Excellent service
1727,1727,,,A bit late to pickup
1729,1729,5,5,Excellent service
1730,1730,,,
1732,1732,5,4,Driver was very polite
1733,1733,4,4,
1734,1734,5,5,
1735,1735,3,4,
1736,1736,4,5,Took a longer route than expected
1737,1737,4,4,
1738,1738,5,4,Excellent service
1739,1739,3,5,Took a longer route than expected
1744,1744,4,4,Car could be cleaner
1745,1745,4,5,
1747,1747,5,4,
1748,1748,5,5,Took a longer route than expected
1750,1750,4,4,A bit late to pickup
1753,1753,4,4,Excellent service
1754,1754,4,4,Excellent service
1755,1755,4,5,Driver was very polite
1758,1758,5,5,Took a longer route than expected
1759,1759,5,4,A bit late to pickup
1760,1760,4,4,A bit late to pickup
1761,1761,3,5,"Great ride, on time!"
1762,1762,,,Excellent service
1763,1763,5,5,"Great ride, on time!"
1764,1764,4,4,"Great ride, on time!"
1766,1766,4,5,"Great ride, on time!"
1767,1767,4,5,
1768,1768,5,4,Took a longer route than expected
1769,1769,4,4,Smooth trip
1770,1770,5,4,A bit late to pickup
1771,1771,3,4,
1772,1772,5,5,Smooth trip
1773,1773,5,5,Smooth trip
1774,1774,,,Excellent service
1775,1775,5,5,
1776,1776,5,5,Car could be cleaner
1777,1777,,,"Great ride, on time!"
1778,1778,,,"Great ride, on time!"
1780,1780,5,5,
1783,1783,,,Took a longer route than expected
1784,1784,5,4,Car could be cleaner
1785,1785,5,5,Car could be cleaner
1786,1786,3,5,Excellent service
1787,1787,4,4,A bit late to pickup
1789,1789,4,4,
1790,1790,4,4,Driver was very polite
1791,1791,5,5,"Great ride, on time!"
1792,1792,5,4,
1793,1793,5,4,"Great ride, on time!"
1796,1796,,,Car could be cleaner
1799,1799,3,4,
1801,1801,5,5,
1802,1802,4,4,Excellent service
1803,1803,,,
1805,1805,3,4,
1807,1807,4,5,Car could be cleaner
1808,1808,5,5,Excellent service
1809,1809,3,4,A bit late to pickup
1811,1811,4,4,
1812,1812,,,Smooth trip
1813,1813,4,5,
1814,1814,5,5,Smooth trip
1815,1815,4,4,A bit late to pickup
1816,1816,,,Car could be cleaner
1817,1817,,,Car could be cleaner
1818,1818,4,5,Took a longer route than expected
1819,1819,3,5,"Great ride, on time!"
1820,1820,4,5,"Great ride, on time!"
1822,1822,5,4,Car could be cleaner
1823,1823,4,4,Smooth trip
1824,1824,5,4,Took a longer route than expected
1825,1825,4,5,Took a longer route than expected
1826,1826,,,Car could be cleaner
1827,1827,5,4,Excellent service
1828,1828,3,5,Driver was very polite
1829,1829,5,3,Excellent service
1830,1830,4,5,Car could be cleaner
1832,1832,,,"Great ride, on time!"
1833,1833,5,3,A bit late to pickup
1834,1834,4,5,Excellent service
1837,1837,5,4,
1838,1838,4,4,
1839,1839,4,4,Driver was very polite
1840,1840,4,5,
1843,1843,5,5,"Great ride, on time!"
1844,1844,,,A bit late to pickup
1846,1846,4,4,Car could be cleaner
1848,1848,4,4,
1851,1851,5,4,Took a longer route than expected
1854,1854,3,5,
1855,1855,5,4,A bit late to pickup
1856,1856,3,4,Car could be cleaner
1858,1858,5,4,Excellent service
1860,1860,3,4,Took a longer route than expected
1862,1862,4,5,Excellent service
1863,1863,5,5,Excellent service
1864,1864,3,4,Smooth trip
1865,1865,5,5,
1867,1867,,,
1869,1869,4,4,Car could be cleaner
1871,1871,5,5,Driver was very polite
1872,1872,5,4,Took a longer route than expected
1873,1873,4,5,Took a longer route than expected
1874,1874,5,5,Excellent service
1875,1875,,,Car could be cleaner
1876,1876,4,4,"Great ride, on time!"
1877,1877,4,5,Car could be cleaner
1878,1878,5,4,
1880,1880,,,
1881,1881,5,5,Excellent service
1884,1884,,,
1885,1885,4,4,Driver was very polite
1888,1888,4,4,Car could be cleaner
1889,1889,,,
1890,1890,5,4,Took a longer route than expected
1892,1892,4,4,
1893,1893,3,4,
1894,1894,,,Took a longer route than expected
1895,1895,5,5,Car could be cleaner
1897,1897,5,5,Excellent service
1899,1899,5,4,Driver was very polite
1900,1900,5,3,"Great ride, on time!"
1901,1901,4,5,Smooth trip
1902,1902,5,4,Car could be cleaner
1903,1903,,,Smooth trip
1905,1905,4,4,Took a longer route than expected
1907,1907,,,"Great ride, on time!"
1908,1908,5,3,Took a longer route than expected
1910,1910,5,5,Excellent service
1911,1911,4,4,
1912,1912,4,4,
1913,1913,,,
1915,1915,,,
1916,1916,3,4,"Great ride, on time!"
1918,1918,4,5,
1919,1919,5,5,Excellent service
1920,1920,5,5,Smooth trip
1921,1921,3,4,Driver was very polite
1923,1923,4,5,Car could be cleaner
1924,1924,5,4,
1925,1925,5,5,A bit late to pickup
1926,1926,4,5,
1927,1927,5,5,Smooth trip
1928,1928,5,5,Driver was very polite
1929,1929,4,5,Took a longer route than expected
1930,1930,5,5,Took a longer route than expected
1932,1932,4,5,Took a longer route than expected
1935,1935,5,5,Excellent service
1936,1936,4,4,
1937,1937,3,5,
1938,1938,5,4,
1939,1939,,,
1940,1940,4,4,Smooth trip
1941,1941,,,Excellent service
1942,1942,3,5,Smooth trip
1944,1944,4,4,Car could be cleaner
1945,1945,4,5,"Great ride, on time!"
1946,1946,4,5,Excellent service
1948,1948,3,4,
1950,1950,5,5,
1952,1952,4,5,Car could be cleaner
1953,1953,4,5,Car could be cleaner
1954,1954,4,3,Driver was very polite
1955,1955,4,5,"Great ride, on time!"
1956,1956,5,5,
1957,1957,4,5,"Great ride, on time!"
1958,1958,4,5,
1959,1959,5,5,Driver was very polite
1960,1960,,,
1961,1961,,,Excellent service
1963,1963,4,4,Excellent service
1964,1964,5,4,Smooth trip
1965,1965,5,5,Took a longer route than expected
1966,1966,3,5,
1967,1967,5,5,Smooth trip
1968,1968,,,Took a longer route than expected
1969,1969,5,5,Car could be cleaner
1970,1970,4,5,
1971,1971,5,5,Car could be cleaner
1972,1972,4,3,Driver was very polite
1973,1973,5,4,Car could be cleaner
1974,1974,,,
1975,1975,4,4,Smooth trip
1977,1977,4,5,Smooth trip
1978,1978,4,5,
1979,1979,,,Excellent service
1980,1980,4,5,
1981,1981,4,5,A bit late to pickup
1985,1985,3,4,A bit late to pickup
1986,1986,5,5,
1987,1987,3,4,Excellent service
1988,1988,5,4,Driver was very polite
1989,1989,4,5,Driver was very polite
1990,1990,4,4,Smooth trip
1992,1992,3,5,
1993,1993,,,Smooth trip
1994,1994,5,5,
1995,1995,3,5,"Great ride, on time!"
1996,1996,5,5,
1998,1998,,,Took a longer route than expected
1999,1999,,,Driver was very polite
2000,2000,,,
2002,2002,5,5,Took a longer route than expected
2003,2003,5,4,Driver was very polite
2006,2006,4,4,
2007,2007,4,4,
2009,2009,,,"Great ride, on time!"
2010,2010,5,5,
2011,2011,5,5,Excellent service
2012,2012,4,4,A bit late to pickup
2013,2013,4,5,Took a longer route than expected
2014,2014,4,5,
2015,2015,5,5,
2016,2016,4,5,Car could be cleaner
2018,2018,5,5,Driver was very polite
2021,2021,5,5,Car could be cleaner
2022,2022,5,4,Smooth trip
2024,2024,4,5,
2026,2026,,,Excellent service
2027,2027,4,4,Excellent service
2028,2028,5,5,
2029,2029,5,4,Car could be cleaner
2030,2030,4,4,Took a longer route than expected
2032,2032,,,
2033,2033,,,Excellent service
2034,2034,4,4,"Great ride, on time!"
2035,2035,4,4,Car could be cleaner
2037,2037,5,4,Excellent service
2038,2038,5,5,Driver was very polite
2039,2039,4,5,A bit late to pickup
2041,2041,,,
2042,2042,4,5,Car could be cleaner
2043,2043,5,4,A bit late to pickup
2044,2044,3,3,A bit late to pickup
2045,2045,5,4,Took a longer route than expected
2046,2046,5,4,
2047,2047,,,
2048,2048,5,4,
2049,2049,4,5,
